EpochSecTime,JD0,JD1,PosX,PosY,PosZ,VelX,VelY,VelZ,OrbEl_SMA,OrbEl_Eccentricity,OrbEl_Inclination,OrbEl_RAAN,OrbEl_ArgOfPerigee,OrbEl_MeanAnomaly,OrbEl_TrueAnomaly,Access,Azimuth,Elevation,Latitude(deg),Longitude(deg),sunVecX,sunVecY,sunVecZ
26940,2457415.5,68312,-1189.08391,4572.37552,5709.80296,-7.25332,-0.51094,-0.82756,7379.58616,0.02914,0.89827,6.26275,6.28186,1.68842,1.74602,1,31.3,10.1,50.5,52.9,1,0,1
26960,2457415.5,68332,-1333.90861,4561.26448,5692.13512,-7.22869,-0.6001,-0.93913,7379.66701,0.02915,0.89828,6.26272,6.28233,1.70785,1.76529,1,33.7,9.4,50.3,54.5,1,0,1
26980,2457415.5,68352,-1478.2129,4548.37398,5672.24132,-7.20128,-0.68888,-1.05015,7379.75529,0.02917,0.89828,6.26269,6.28285,1.72724,1.78451,1,36,8.6,50,56.1,1,0,1
27000,2457415.5,68372,-1621.94145,4533.71201,5650.13303,-7.17112,-0.77724,-1.16057,7379.8508,0.02918,0.89829,6.26267,0.00022,1.74658,1.80366,1,38.2,7.9,49.7,57.7,1,0,1
27020,2457415.5,68392,-1765.03933,4517.2872,5625.82255,-7.13822,-0.86516,-1.27036,7379.95337,0.0292,0.89829,6.26264,0.00081,1.76589,1.82274,1,40.3,7.1,49.4,59.3,1,0,1
27040,2457415.5,68412,-1907.45203,4499.10885,5599.32297,-7.1026,-0.95259,-1.37948,7380.06279,0.02921,0.8983,6.26261,0.00144,1.78516,1.84177,1,42.3,6.4,49,60.8,1,0,1
27060,2457415.5,68432,-2049.12547,4479.18685,5570.64817,-7.0643,-1.03952,-1.48788,7380.17887,0.02922,0.8983,6.26258,0.00211,1.80439,1.86074,1,44.2,5.6,48.6,62.3,1,0,1
27080,2457415.5,68452,-2190.00605,4457.53175,5539.81282,-7.02332,-1.1259,-1.59553,7380.30138,0.02923,0.89831,6.26256,0.0028,1.82359,1.87966,1,46,4.8,48.2,63.8,1,0,1
27100,2457415.5,68472,-2330.04062,4434.15472,5506.83234,-6.9797,-1.21171,-1.70239,7380.43012,0.02924,0.89832,6.26253,0.00353,1.84277,1.89853,1,47.7,4,47.8,65.3,1,0,1
27120,2457415.5,68492,-2469.17652,4409.06751,5471.72293,-6.93346,-1.29691,-1.80842,7380.56486,0.02925,0.89832,6.2625,0.00429,1.86191,1.91735,1,49.3,3.2,47.4,66.8,1,0,1
27140,2457415.5,68512,-2607.36162,4382.28252,5434.50151,-6.88462,-1.38148,-1.91358,7380.70536,0.02926,0.89833,6.26248,0.00507,1.88103,1.93612,1,50.8,2.4,46.9,68.2,1,0,1
27160,2457415.5,68532,-2744.54427,4353.8127,5395.18577,-6.83322,-1.46539,-2.01784,7380.85138,0.02927,0.89834,6.26245,0.00587,1.90013,1.95484,1,52.3,1.7,46.5,69.6,1,0,1
27180,2457415.5,68552,-2880.67339,4323.67162,5353.79409,-6.77927,-1.5486,-2.12117,7381.00267,0.02927,0.89835,6.26243,0.00669,1.91921,1.97353,1,53.7,0.9,46,70.9,1,0,1
27200,2457415.5,68572,-3015.69843,4291.87341,5310.34561,-6.72281,-1.6311,-2.22352,7381.15897,0.02927,0.89836,6.2624,0.00753,1.93828,1.99218,1,55.1,0.1,45.5,72.3,1,0,1
27220,2457415.5,68592,-3149.56941,4258.43277,5264.86012,-6.66387,-1.71284,-2.32486,7381.32001,0.02928,0.89836,6.26238,0.00838,1.95732,2.01079,0,56.4,-0.6,44.9,73.6,1,0,1
27240,2457415.5,68612,-3282.23692,4223.36496,5217.35815,-6.60247,-1.79381,-2.42516,7381.48551,0.02928,0.89837,6.26236,0.00925,1.97636,2.02937,0,57.6,-1.4,44.4,74.8,1,0,1
27260,2457415.5,68632,-3413.65216,4186.68582,5167.86089,-6.53865,-1.87397,-2.52438,7381.65518,0.02928,0.89838,6.26233,0.01012,1.99539,2.04793,0,58.8,-2.2,43.8,76.1,1,0,1
27280,2457415.5,68652,-3543.76692,4148.41169,5116.39019,-6.47243,-1.9533,-2.6225,7381.82876,0.02927,0.89839,6.26231,0.011,2.01441,2.06645,0,59.9,-2.9,43.3,77.3,1,0,1
27300,2457415.5,68672,-3672.53361,4108.55947,5062.96859,-6.40385,-2.03177,-2.71947,7382.00595,0.02927,0.8984,6.26229,0.01189,2.03344,2.08496,0,61,-3.6,42.7,78.5,1,0,1
27320,2457415.5,68692,-3799.90526,4067.1466,5007.61925,-6.33293,-2.10936,-2.81527,7382.18649,0.02927,0.89841,6.26227,0.01277,2.05246,2.10344,0,62,-4.4,42.1,79.7,1,0,1
27340,2457415.5,68712,-3925.83556,4024.191,4950.36597,-6.25972,-2.18604,-2.90986,7382.37011,0.02926,0.89842,6.26225,0.01365,2.07148,2.12191,0,63.1,-5.1,41.5,80.8,1,0,1
27360,2457415.5,68732,-4050.27885,3979.71112,4891.23319,-6.18424,-2.26179,-3.00321,7382.55653,0.02925,0.89843,6.26223,0.01453,2.09051,2.14036,0,64,-5.8,40.8,82,1,0,1
27380,2457415.5,68752,-4173.19013,3933.72592,4830.24594,-6.10652,-2.33657,-3.0953,7382.74549,0.02924,0.89844,6.26221,0.0154,2.10954,2.1588,0,64.9,-6.5,40.2,83.1,1,0,1
27400,2457415.5,68772,-4294.52508,3886.25482,4767.42988,-6.02661,-2.41037,-3.18609,7382.93671,0.02923,0.89845,6.26219,0.01626,2.12859,2.17723,0,65.8,-7.3,39.6,84.2,1,0,1
27420,2457415.5,68792,-4414.24007,3837.31776,4702.81122,-5.94453,-2.48316,-3.27555,7383.1299,0.02922,0.89846,6.26217,0.01711,2.14765,2.19566,0,66.7,-8,38.9,85.2,1,0,1
27440,2457415.5,68812,-4532.29215,3786.93511,4636.41677,-5.86032,-2.55493,-3.36366,7383.32477,0.02921,0.89847,6.26215,0.01794,2.16672,2.21409,0,67.5,-8.7,38.2,86.2,1,0,1
27460,2457415.5,68832,-4648.63911,3735.12774,4568.27393,-5.77402,-2.62563,-3.45039,7383.52101,0.0292,0.89849,6.26213,0.01875,2.18582,2.23251,0,68.4,-9.3,37.5,87.3,1,0,1
27480,2457415.5,68852,-4763.23943,3681.91695,4498.4106,-5.68567,-2.69526,-3.53571,7383.71832,0.02918,0.8985,6.26212,0.01955,2.20493,2.25094,0,69.1,-10,36.9,88.3,1,0,1
27500,2457415.5,68872,-4876.05233,3627.32448,4426.85526,-5.59529,-2.7638,-3.61959,7383.9164,0.02917,0.89851,6.2621,0.02032,2.22407,2.26937,0,69.9,-10.7,36.2,89.2,1,0,1
27520,2457415.5,68892,-4987.03777,3571.37253,4353.63691,-5.50293,-2.83121,-3.702,7384.11494,0.02915,0.89852,6.26209,0.02107,2.24323,2.28781,0,70.6,-11.4,35.4,90.2,1,0,1
27540,2457415.5,68912,-5096.15646,3514.08372,4278.78507,-5.40862,-2.89748,-3.78293,7384.31366,0.02913,0.89853,6.26207,0.02179,2.26242,2.30626,0,71.4,-12.1,34.7,91.1,1,0,1
27560,2457415.5,68932,-5203.36984,3455.48106,4202.32977,-5.3124,-2.96259,-3.86235,7384.51226,0.02911,0.89854,6.26206,0.02248,2.28164,2.32473,0,72,-12.7,34,92,1,0,1
27580,2457415.5,68952,-5308.64013,3395.58801,4124.30152,-5.21432,-3.02652,-3.94022,7384.71047,0.02909,0.89855,6.26204,0.02314,2.30089,2.34321,0,72.7,-13.4,33.3,92.9,1,0,1
27600,2457415.5,68972,-5411.93034,3334.42839,4044.73134,-5.1144,-3.08924,-4.01654,7384.90801,0.02907,0.89856,6.26203,0.02376,2.32017,2.3617,0,73.4,-14,32.5,93.8,1,0,1
27620,2457415.5,68992,-5513.20423,3272.02644,3963.65068,-5.01269,-3.15075,-4.09126,7385.10462,0.02905,0.89857,6.26202,0.02435,2.33949,2.38022,0,74,-14.7,31.8,94.7,1,0,1
27640,2457415.5,69012,-5612.42637,3208.40676,3881.0915,-4.90923,-3.21101,-4.16438,7385.30005,0.02903,0.89858,6.262,0.02491,2.35885,2.39876,0,74.7,-15.3,31,95.5,1,0,1
27660,2457415.5,69032,-5709.5621,3143.59433,3797.08616,-4.80406,-3.27002,-4.23588,7385.49405,0.02901,0.89859,6.26199,0.02542,2.37825,2.41732,0,75.3,-16,30.3,96.4,1,0,1
27680,2457415.5,69052,-5804.57759,3077.61449,3711.66749,-4.69721,-3.32775,-4.30571,7385.68639,0.02898,0.89861,6.26198,0.0259,2.39768,2.4359,0,75.9,-16.6,29.5,97.2,1,0,1
27700,2457415.5,69072,-5897.43979,3010.49294,3624.86871,-4.58874,-3.38419,-4.37388,7385.87682,0.02896,0.89862,6.26197,0.02634,2.41716,2.45451,0,76.5,-17.3,28.8,98,1,0,1
27720,2457415.5,69092,-5988.1165,2942.2557,3536.72349,-4.47867,-3.43932,-4.44036,7386.06511,0.02893,0.89863,6.26196,0.02674,2.43667,2.47315,0,77,-17.9,28,98.8,1,0,1
27740,2457415.5,69112,-6076.57632,2872.92915,3447.26586,-4.36706,-3.49312,-4.50512,7386.25104,0.02891,0.89864,6.26195,0.02709,2.45623,2.49182,0,77.6,-18.5,27.2,99.5,1,0,1
27760,2457415.5,69132,-6162.78867,2802.53998,3356.53027,-4.25393,-3.54557,-4.56815,7386.43439,0.02888,0.89865,6.26194,0.0274,2.47584,2.51052,0,78.1,-19.1,26.4,100.3,1,0,1
27780,2457415.5,69152,-6246.72382,2731.11521,3264.55153,-4.13934,-3.59667,-4.62943,7386.61492,0.02886,0.89866,6.26193,0.02766,2.49549,2.52925,0,78.7,-19.8,25.6,101.1,1,0,1
27800,2457415.5,69172,-6328.35287,2658.68215,3171.36482,-4.02333,-3.6464,-4.68894,7386.79241,0.02883,0.89867,6.26192,0.02789,2.51518,2.54802,0,79.2,-20.4,24.8,101.8,1,0,1
27820,2457415.5,69192,-6407.64778,2585.26841,3077.00565,-3.90593,-3.69474,-4.74667,7386.96664,0.0288,0.89868,6.26192,0.02806,2.53492,2.56682,0,79.7,-21,24,102.5,1,0,1
27840,2457415.5,69212,-6484.58134,2510.90189,2981.50991,-3.7872,-3.74168,-4.8026,7387.1374,0.02878,0.89869,6.26191,0.02819,2.55471,2.58565,0,80.2,-21.6,23.2,103.3,1,0,1
27860,2457415.5,69232,-6559.1272,2435.61078,2884.91379,-3.66717,-3.7872,-4.85671,7387.30447,0.02875,0.8987,6.2619,0.02827,2.57454,2.60451,0,80.7,-22.2,22.4,104,1,0,1
27880,2457415.5,69252,-6631.25989,2359.42353,2787.2538,-3.54589,-3.83129,-4.90898,7387.46764,0.02873,0.8987,6.2619,0.02831,2.59442,2.62342,0,81.2,-22.8,21.6,104.7,1,0,1
27900,2457415.5,69272,-6700.95477,2282.36885,2688.56677,-3.4234,-3.87394,-4.95941,7387.62669,0.0287,0.89871,6.26189,0.0283,2.61435,2.64236,0,81.7,-23.4,20.8,105.4,1,0,1
27920,2457415.5,69292,-6768.1881,2204.47569,2588.88981,-3.29974,-3.91513,-5.00797,7387.78144,0.02867,0.89872,6.26188,0.02824,2.63432,2.66133,0,82.2,-24,20,106,1,0,1
27940,2457415.5,69312,-6832.93699,2125.77327,2488.26032,-3.17496,-3.95486,-5.05466,7387.93167,0.02865,0.89873,6.26188,0.02814,2.65434,2.68034,0,82.7,-24.6,19.2,106.7,1,0,1
27960,2457415.5,69332,-6895.17944,2046.29102,2386.71597,-3.04911,-3.99311,-5.09946,7388.07719,0.02862,0.89874,6.26187,0.02799,2.67441,2.69939,0,83.1,-25.2,18.4,107.4,1,0,1
27980,2457415.5,69352,-6954.89433,1966.0586,2284.29468,-2.92221,-4.02988,-5.14235,7388.2178,0.0286,0.89875,6.26187,0.0278,2.69452,2.71847,0,83.6,-25.8,17.5,108.1,1,0,1
28000,2457415.5,69372,-7012.06143,1885.10589,2181.03463,-2.79433,-4.06514,-5.18333,7388.35333,0.02858,0.89875,6.26187,0.02756,2.71468,2.73759,0,84,-26.4,16.7,108.7,1,0,1
28020,2457415.5,69392,-7066.66138,1803.46298,2076.97424,-2.66551,-4.0989,-5.22239,7388.48357,0.02855,0.89876,6.26186,0.02727,2.73488,2.75675,0,84.5,-27,15.9,109.3,1,0,1
28040,2457415.5,69412,-7118.67572,1721.16015,1972.15213,-2.53578,-4.13113,-5.2595,7388.60835,0.02853,0.89877,6.26186,0.02695,2.75512,2.77594,0,84.9,-27.6,15.1,110,1,0,1
28060,2457415.5,69432,-7168.0869,1638.22785,1866.60716,-2.4052,-4.16184,-5.29467,7388.7275,0.02851,0.89877,6.26186,0.02658,2.77541,2.79516,0,85.4,-28.2,14.2,110.6,1,0,1
28080,2457415.5,69452,-7214.87824,1554.69675,1760.37837,-2.2738,-4.19101,-5.32788,7388.84084,0.02849,0.89878,6.26185,0.02618,2.79573,2.81442,0,85.8,-28.8,13.4,111.3,1,0,1
28100,2457415.5,69472,-7259.03398,1470.59766,1653.50503,-2.14165,-4.21864,-5.35913,7388.94822,0.02847,0.89878,6.26185,0.02573,2.8161,2.83371,0,86.2,-29.4,12.6,111.9,1,0,1
28120,2457415.5,69492,-7300.53926,1385.96155,1546.02653,-2.00877,-4.24471,-5.38839,7389.04947,0.02845,0.89879,6.26185,0.02525,2.8365,2.85303,0,86.7,-29.9,11.7,112.5,1,0,1
28140,2457415.5,69512,-7339.38012,1300.81956,1437.98248,-1.87521,-4.26923,-5.41568,7389.14446,0.02843,0.8988,6.26185,0.02473,2.85694,2.87238,0,87.1,-30.5,10.9,113.1,1,0,1
28160,2457415.5,69532,-7375.54351,1215.20297,1329.41261,-1.74103,-4.29217,-5.44097,7389.23303,0.02841,0.8988,6.26185,0.02417,2.87742,2.89176,0,87.5,-31.1,10.1,113.7,1,0,1
28180,2457415.5,69552,-7409.0173,1129.14317,1220.35682,-1.60626,-4.31354,-5.46427,7389.31506,0.0284,0.8988,6.26185,0.02359,2.89792,2.91117,0,87.9,-31.7,9.2,114.3,1,0,1
28200,2457415.5,69572,-7439.79025,1042.67171,1110.85514,-1.47095,-4.33334,-5.48556,7389.39041,0.02838,0.89881,6.26185,0.02297,2.91846,2.9306,0,88.3,-32.3,8.4,114.9,1,0,1
28220,2457415.5,69592,-7467.85205,955.82024,1000.94771,-1.33515,-4.35155,-5.50484,7389.45899,0.02837,0.89881,6.26184,0.02233,2.93902,2.95005,0,88.7,-32.8,7.5,115.5,1,0,1
28240,2457415.5,69612,-7493.19331,868.62051,890.67478,-1.1989,-4.36816,-5.52211,7389.52066,0.02835,0.89881,6.26184,0.02166,2.95961,2.96953,0,89.1,-33.4,6.7,116.1,1,0,1
28260,2457415.5,69632,-7515.80555,781.10437,780.07671,-1.06226,-4.38318,-5.53736,7389.57536,0.02834,0.89882,6.26184,0.02097,2.98022,2.98902,0,89.5,-34,5.8,116.7,1,0,1
28280,2457415.5,69652,-7535.68119,693.30378,669.19396,-0.92525,-4.39661,-5.55058,7389.62298,0.02833,0.89882,6.26184,0.02026,3.00086,3.00853,0,89.9,-34.5,5,117.3,1,0,1
28300,2457415.5,69672,-7552.81361,605.25075,558.06704,-0.78794,-4.40843,-5.56177,7389.66347,0.02832,0.89882,6.26184,0.01953,3.02151,3.02806,0,90.3,-35.1,4.1,117.9,1,0,1
28320,2457415.5,69692,-7567.19708,516.9774,446.73653,-0.65037,-4.41864,-5.57094,7389.69677,0.02832,0.89882,6.26184,0.01879,3.04217,3.0476,0,90.7,-35.7,3.3,118.5,1,0,1
28340,2457415.5,69712,-7578.8268,428.51586,335.24309,-0.51257,-4.42724,-5.57807,7389.72283,0.02831,0.89882,6.26184,0.01804,3.06285,3.06715,0,91.1,-36.2,2.5,119.1,1,0,1
28360,2457415.5,69732,-7587.6989,339.89837,223.6274,-0.37461,-4.43424,-5.58316,7389.74164,0.02831,0.89883,6.26184,0.01727,3.08353,3.08671,0,91.5,-36.8,1.6,119.7,1,0,1
28380,2457415.5,69752,-7593.81041,251.15718,111.93017,-0.23652,-4.43961,-5.58622,7389.75318,0.02831,0.89883,6.26184,0.0165,3.10423,3.10627,0,91.9,-37.4,0.8,120.3,1,0,1
28400,2457415.5,69772,-7597.15932,162.32458,0.19214,-0.09836,-4.44338,-5.58724,7389.75745,0.0283,0.89883,6.26184,0.01572,3.12492,3.12584,0,92.3,-37.9,-0.1,120.8,1,0,1
28420,2457415.5,69792,-7597.74452,73.43289,-111.54594,0.03984,-4.44552,-5.58623,7389.75447,0.0283,0.89883,6.26184,0.01495,3.14562,3.1454,0,92.7,-38.5,-0.9,121.4,1,0,1
28440,2457415.5,69812,-7595.56582,-15.48554,-223.24333,0.17802,-4.44605,-5.58317,7389.74426,0.02831,0.89882,6.26184,0.01417,3.16632,3.16497,0,93.1,-39.1,-1.8,122,1,0,1
28460,2457415.5,69832,-7590.62397,-104.39837,-334.85929,0.31615,-4.44496,-5.57808,7389.72686,0.02831,0.89882,6.26184,0.01341,3.18701,3.18453,0,93.5,-39.6,-2.6,122.6,1,0,1
28480,2457415.5,69852,-7582.92063,-193.27326,-446.35313,0.45416,-4.44226,-5.57096,7389.70231,0.02831,0.89882,6.26184,0.01265,3.20769,3.20408,0,93.9,-40.2,-3.5,123.2,1,0,1
28500,2457415.5,69872,-7572.45839,-282.07786,-557.68417,0.59203,-4.43793,-5.5618,7389.67067,0.02832,0.89882,6.26184,0.01189,3.22836,3.22362,0,94.3,-40.7,-4.3,123.8,1,0,1
28520,2457415.5,69892,-7559.24076,-370.77985,-668.81179,0.7297,-4.432,-5.55062,7389.632,0.02833,0.89882,6.26184,0.01116,3.24902,3.24316,0,94.7,-41.3,-5.2,124.4,1,0,1
28540,2457415.5,69912,-7543.27218,-459.34693,-779.69542,0.86712,-4.42444,-5.53741,7389.58639,0.02834,0.89881,6.26184,0.01044,3.26967,3.26267,0,95.1,-41.8,-6,125,1,0,1
28560,2457415.5,69932,-7524.55801,-547.74685,-890.29458,1.00425,-4.41528,-5.52217,7389.5339,0.02835,0.89881,6.26184,0.00973,3.29029,3.28218,0,95.5,-42.4,-6.9,125.6,1,0,1
28580,2457415.5,69952,-7503.10452,-635.9474,-1000.56884,1.14104,-4.40451,-5.50492,7389.47463,0.02836,0.89881,6.26184,0.00905,3.3109,3.30166,0,95.9,-43,-7.7,126.2,1,0,1
28600,2457415.5,69972,-7478.9189,-723.9164,-1110.47788,1.27745,-4.39213,-5.48565,7389.40867,0.02837,0.8988,6.26184,0.00839,3.33148,3.32113,0,96.2,-43.5,-8.5,126.8,1,0,1
28620,2457415.5,69992,-7452.00927,-811.62176,-1219.9815,1.41343,-4.37814,-5.46438,7389.33611,0.02838,0.8988,6.26184,0.00775,3.35203,3.34057,0,96.6,-44.1,-9.4,127.4,1,0,1
28640,2457415.5,70012,-7422.38466,-899.03146,-1329.03958,1.54894,-4.36256,-5.4411,7389.25704,0.0284,0.89879,6.26184,0.00715,3.37256,3.35999,0,97,-44.6,-10.2,128,1,0,1
28660,2457415.5,70032,-7390.05502,-986.11354,-1437.61215,1.68393,-4.34538,-5.41583,7389.17155,0.02842,0.89879,6.26183,0.00657,3.39306,3.37939,0,97.4,-45.2,-11.1,128.6,1,0,1
28680,2457415.5,70052,-7355.0312,-1072.83614,-1545.65936,1.81835,-4.32661,-5.38856,7389.07975,0.02843,0.89878,6.26183,0.00602,3.41352,3.39876,0,97.8,-45.7,-11.9,129.2,1,0,1
28700,2457415.5,70072,-7317.32498,-1159.16751,-1653.14153,1.95216,-4.30626,-5.35932,7388.98172,0.02845,0.89878,6.26183,0.00551,3.43396,3.4181,0,98.2,-46.3,-12.7,129.8,1,0,1
28720,2457415.5,70092,-7276.94904,-1245.07598,-1760.01912,2.08532,-4.28433,-5.32811,7388.8776,0.02847,0.89877,6.26183,0.00504,3.45435,3.43741,0,98.6,-46.8,-13.6,130.4,1,0,1
28740,2457415.5,70112,-7233.91697,-1330.53003,-1866.25277,2.21777,-4.26082,-5.29493,7388.76749,0.02849,0.89876,6.26183,0.0046,3.47471,3.45669,0,99,-47.4,-14.4,131.1,1,0,1
28760,2457415.5,70132,-7188.24327,-1415.49822,-1971.8033,2.34947,-4.23574,-5.2598,7388.65152,0.02851,0.89876,6.26182,0.00419,3.49503,3.47594,0,99.4,-47.9,-15.2,131.7,1,0,1
28780,2457415.5,70152,-7139.94333,-1499.94929,-2076.63172,2.48038,-4.20911,-5.22272,7388.52986,0.02854,0.89875,6.26182,0.00383,3.51531,3.49515,0,99.9,-48.4,-16.1,132.4,1,0,1
28800,2457415.5,70172,-7089.03346,-1583.8521,-2180.69925,2.61046,-4.18092,-5.18371,7388.40264,0.02856,0.89874,6.26182,0.00351,3.53555,3.51433,0,100.3,-49,-16.9,133,1,0,1
28820,2457415.5,70192,-7035.53085,-1667.17566,-2283.96733,2.73965,-4.15118,-5.14278,7388.27003,0.02858,0.89873,6.26181,0.00324,3.55575,3.53348,0,100.7,-49.5,-17.7,133.7,1,0,1
28840,2457415.5,70212,-6979.4536,-1749.88914,-2386.39762,2.86792,-4.11991,-5.09993,7388.13221,0.02861,0.89873,6.26181,0.003,3.5759,3.55258,0,101.1,-50.1,-18.5,134.3,1,0,1
28860,2457415.5,70232,-6920.8207,-1831.9619,-2487.95202,2.99521,-4.08711,-5.05519,7387.98936,0.02863,0.89872,6.2618,0.00282,3.59601,3.57166,0,101.5,-50.6,-19.3,135,1,0,1
28880,2457415.5,70252,-6859.65203,-1913.36346,-2588.59269,3.12149,-4.05279,-5.00856,7387.84166,0.02866,0.89871,6.2618,0.00267,3.61607,3.5907,0,102,-51.2,-20.2,135.7,1,0,1
28900,2457415.5,70272,-6795.96833,-1994.06353,-2688.28203,3.2467,-4.01696,-4.96006,7387.6893,0.02868,0.8987,6.26179,0.00258,3.63608,3.6097,0,102.4,-51.7,-21,136.3,1,0,1
28920,2457415.5,70292,-6729.79126,-2074.03203,-2786.98273,3.37082,-3.97964,-4.9097,7387.53247,0.02871,0.89869,6.26178,0.00252,3.65605,3.62866,0,102.8,-52.2,-21.8,137,1,0,1
28940,2457415.5,70312,-6661.14333,-2153.23907,-2884.65778,3.49378,-3.94082,-4.8575,7387.37139,0.02873,0.89868,6.26178,0.00252,3.67597,3.64759,0,103.3,-52.8,-22.6,137.7,1,0,1
28960,2457415.5,70332,-6590.04795,-2231.65498,-2981.27043,3.61556,-3.90053,-4.80346,7387.20625,0.02876,0.89867,6.26177,0.00256,3.69584,3.66648,0,103.7,-53.3,-23.4,138.5,1,0,1
28980,2457415.5,70352,-6516.52936,-2309.25033,-3076.78426,3.73609,-3.85877,-4.74762,7387.03726,0.02878,0.89866,6.26176,0.00265,3.71567,3.68533,0,104.2,-53.9,-24.2,139.2,1,0,1
29000,2457415.5,70372,-6440.61271,-2385.99591,-3171.16317,3.85535,-3.81555,-4.68997,7386.86465,0.02881,0.89865,6.26176,0.00279,3.73545,3.70415,0,104.6,-54.4,-25,139.9,1,0,1
29020,2457415.5,70392,-6362.32399,-2461.86275,-3264.37138,3.97329,-3.77089,-4.63055,7386.68863,0.02884,0.89864,6.26175,0.00297,3.75519,3.72294,0,105.1,-54.9,-25.8,140.7,1,0,1
29040,2457415.5,70412,-6281.69003,-2536.82215,-3356.37347,4.08987,-3.72481,-4.56937,7386.50943,0.02886,0.89863,6.26174,0.00319,3.77487,3.74169,0,105.5,-55.5,-26.6,141.4,1,0,1
29060,2457415.5,70432,-6198.73855,-2610.84565,-3447.13435,4.20504,-3.67731,-4.50643,7386.32727,0.02889,0.89862,6.26173,0.00347,3.79452,3.7604,0,106,-56,-27.3,142.2,1,0,1
29080,2457415.5,70452,-6113.49808,-2683.90507,-3536.61932,4.31876,-3.6284,-4.44178,7386.14238,0.02891,0.89861,6.26172,0.00378,3.81411,3.77909,0,106.5,-56.5,-28.1,143,1,0,1
29100,2457415.5,70472,-6025.998,-2755.97253,-3624.79404,4.43099,-3.57811,-4.37541,7385.955,0.02894,0.8986,6.26171,0.00414,3.83367,3.79774,0,107,-57.1,-28.9,143.7,1,0,1
29120,2457415.5,70492,-5936.26855,-2827.02041,-3711.62455,4.54169,-3.52645,-4.30736,7385.76535,0.02896,0.89859,6.2617,0.00455,3.85318,3.81637,0,107.5,-57.6,-29.7,144.6,1,0,1
29140,2457415.5,70512,-5844.34076,-2897.0214,-3797.07732,4.65082,-3.47343,-4.23764,7385.57368,0.02899,0.89858,6.26168,0.00499,3.87265,3.83497,0,108,-58.1,-30.4,145.4,1,0,1
29160,2457415.5,70532,-5750.24651,-2965.9485,-3881.11922,4.75833,-3.41906,-4.16628,7385.38022,0.02901,0.89856,6.26167,0.00547,3.89208,3.85354,0,108.5,-58.7,-31.2,146.2,1,0,1
29180,2457415.5,70552,-5654.01849,-3033.77504,-3963.71752,4.86419,-3.36337,-4.09329,7385.18524,0.02903,0.89855,6.26166,0.006,3.91146,3.87208,0,109,-59.2,-31.9,147.1,1,0,1
29200,2457415.5,70572,-5555.69019,-3100.47465,-4044.83996,4.96835,-3.30637,-4.01869,7384.98897,0.02906,0.89854,6.26165,0.00656,3.93081,3.8906,0,109.6,-59.7,-32.7,147.9,1,0,1
29220,2457415.5,70592,-5455.29593,-3166.02133,-4124.4547,5.07078,-3.24808,-3.94252,7384.79168,0.02908,0.89853,6.26163,0.00716,3.95013,3.90911,0,110.1,-60.2,-33.4,148.8,1,0,1
29240,2457415.5,70612,-5352.8708,-3230.38939,-4202.53038,5.17143,-3.18851,-3.86479,7384.59364,0.0291,0.89852,6.26162,0.00779,3.96941,3.92759,0,110.7,-60.8,-34.1,149.7,1,0,1
29260,2457415.5,70632,-5248.45069,-3293.55352,-4279.03609,5.27027,-3.12769,-3.78553,7384.39511,0.02912,0.89851,6.2616,0.00845,3.98865,3.94605,0,111.2,-61.3,-34.9,150.6,1,0,1
29280,2457415.5,70652,-5142.07227,-3355.48877,-4353.94142,5.36726,-3.06563,-3.70476,7384.19638,0.02914,0.8985,6.26159,0.00915,4.00787,3.9645,0,111.8,-61.8,-35.6,151.6,1,0,1
29300,2457415.5,70672,-5033.77299,-3416.17057,-4427.21645,5.46235,-3.00235,-3.6225,7383.99775,0.02916,0.89849,6.26157,0.00987,4.02705,3.98294,0,112.4,-62.3,-36.3,152.5,1,0,1
29320,2457415.5,70692,-4923.59106,-3475.57471,-4498.83174,5.55552,-2.93787,-3.53879,7383.79948,0.02917,0.89847,6.26155,0.01062,4.04621,4.00137,0,113,-62.9,-37,153.5,1,0,1
29340,2457415.5,70712,-4811.56545,-3533.67741,-4568.75841,5.64671,-2.87221,-3.45364,7383.60189,0.02919,0.89846,6.26154,0.0114,4.06534,4.01979,0,113.7,-63.4,-37.7,154.5,1,0,1
29360,2457415.5,70732,-4697.73586,-3590.45526,-4636.96807,5.73591,-2.80539,-3.36709,7383.40525,0.0292,0.89845,6.26152,0.01219,4.08445,4.0382,0,114.3,-63.9,-38.3,155.5,1,0,1
29380,2457415.5,70752,-4582.14278,-3645.88528,-4703.4329,5.82306,-2.73743,-3.27916,7383.20986,0.02922,0.89844,6.2615,0.01301,4.10355,4.05661,0,115,-64.4,-39,156.5,1,0,1
29400,2457415.5,70772,-4464.82736,-3699.94491,-4768.12561,5.90813,-2.66835,-3.18988,7383.01599,0.02923,0.89843,6.26148,0.01384,4.12262,4.07502,0,115.6,-64.9,-39.7,157.6,1,0,1
29420,2457415.5,70792,-4345.83154,-3752.61201,-4831.01948,5.99109,-2.59818,-3.09928,7382.82393,0.02924,0.89842,6.26146,0.01469,4.14168,4.09344,0,116.3,-65.4,-40.3,158.7,1,0,1
29440,2457415.5,70812,-4225.19793,-3803.86489,-4892.08837,6.07191,-2.52693,-3.00739,7382.63396,0.02925,0.89841,6.26144,0.01555,4.16072,4.11186,0,117,-65.9,-40.9,159.8,1,0,1
